,age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
13576,32,F,JJKS49Q,City,Premium Membership,2016-02-25,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,21:10:10,2,391.21,11497.03,8.0,750.33,No,Yes,Yes,Solved,Poor Website,0
13577,22,F,EPOZWS1,Town,No Membership,2015-03-15,?,CID50759,Without Offers,?,Wi-Fi,00:17:20,11,1004.2,5379.01,Error,553.83,Yes,Yes,No,Not Applicable,No reason specified,1
13578,12,F,01QAD82,Town,Silver Membership,2017-02-28,Yes,CID15638,Gift Vouchers/Coupons,?,Fiber_Optic,10:42:44,14,81.82,1616.48,7.0,782.98,Yes,No,No,Not Applicable,Poor Product Quality,0
13579,45,F,92XAWLI,Town,Basic Membership,2015-03-11,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,06:03:18,11,149.1,47945.36,23.0,617.86,No,Yes,No,Not Applicable,Poor Product Quality,1
13580,29,M,SU67JWF,City,Gold Membership,2015-07-04,Yes,CID2646,Gift Vouchers/Coupons,Desktop,Mobile_Data,05:31:13,15,690.78,84844.29,8.0,796.28,Yes,Yes,Yes,No Information Available,User Friendly Website,0
13581,33,M,HYWP9EJ,Town,Silver Membership,2016-12-09,Yes,CID18179,Gift Vouchers/Coupons,?,Mobile_Data,01:04:12,16,519.22,46728.68,6.0,646.61,Yes,No,No,Not Applicable,Too many ads,1
13582,38,F,3SK0W9B,Village,Platinum Membership,2017-10-01,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,11:03:25,14,187.89,29234.43,15.0,,Yes,No,Yes,No Information Available,Products always in Stock,0
13583,56,M,BH5P8CQ,Village,Gold Membership,2016-08-13,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,07:48:32,15,-1088.197460517839,12064.15,17.0,778.77,No,Yes,No,Not Applicable,Poor Website,0
13584,60,F,KCKROTG,Town,Premium Membership,2015-01-06,No,xxxxxxxx,Without Offers,Both,Mobile_Data,09:25:48,17,480.01,6041.17,15.0,794.14,Yes,No,No,Not Applicable,Too many ads,0
13585,22,F,5RL8D80,Town,No Membership,2017-05-19,Yes,CID52269,Without Offers,Both,Fiber_Optic,08:31:39,3,981.98,33877.4,56.16197924247753,633.31,No,Yes,No,Not Applicable,Too many ads,1
13586,26,M,5RVYQT1,Village,No Membership,2015-07-08,Yes,CID59212,Credit/Debit Card Offers,Desktop,Wi-Fi,07:09:30,4,233.81,11804.92,10.0,718.45,No,Yes,Yes,Solved in Follow-up,Too many ads,1
13587,50,F,9GJDTXG,Town,Silver Membership,2015-05-30,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,00:52:05,12,447.3,41806.83,14.0,688.66,Yes,No,Yes,No Information Available,Too many ads,1
13588,37,F,5ORY4PY,City,Premium Membership,2015-07-25,Yes,CID4593,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20:08:38,14,110.75,15727.23,27.0,753.26,No,Yes,No,Not Applicable,Too many ads,0
13589,39,F,WSY0HAP,City,Gold Membership,2015-01-27,Yes,CID25765,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:40:36,13,148.62,72063.51,-20.087168346998617,,No,Yes,Yes,Solved,User Friendly Website,0
13590,54,F,2MJLNFB,Town,Basic Membership,2016-11-06,?,CID51587,Credit/Debit Card Offers,Desktop,Fiber_Optic,22:58:22,12,374.56,4159.26,27.0,634.76,Yes,No,Yes,Unsolved,No reason specified,0
13591,30,M,TLJ0LUA,City,Silver Membership,2016-05-05,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,02:00:09,16,37.18,8442.41,7.0,784.88,No,Yes,No,Not Applicable,Reasonable Price,0
13592,61,F,UCE40C3,City,Platinum Membership,2016-04-06,No,xxxxxxxx,Without Offers,?,Mobile_Data,09:07:12,5,-733.030044789027,2908.78,5.0,832.7,Yes,No,No,Not Applicable,Quality Customer Care,0
13593,37,F,AV0W6D6,,Basic Membership,2017-04-22,Yes,CID29517,Credit/Debit Card Offers,Desktop,Fiber_Optic,09:30:42,15,328.37,4481.13,21.0,619.44,No,Yes,Yes,No Information Available,Poor Customer Service,1
13594,26,F,25X7JO4,Town,Silver Membership,2015-07-07,?,CID16388,Credit/Debit Card Offers,Smartphone,Fiber_Optic,09:24:14,10,448.33,33236.86,7.0,462.62690729565605,No,Yes,Yes,Solved,Poor Customer Service,0
13595,19,F,PALV9T2,City,Basic Membership,2016-08-01,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,09:04:45,16,47.03,36097.54,12.0,,Yes,No,No,Not Applicable,Poor Product Quality,1
13596,32,M,4DFU4OZ,City,Silver Membership,2016-11-12,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,21:07:57,6,221.92,28565.91,6.0,781.74,No,Yes,No,Not Applicable,Poor Website,0
13597,16,F,VUZ4GZF,Town,Basic Membership,2015-11-21,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,19:05:59,8,124.05,2867.47,17.0,615.98,Yes,No,No,Not Applicable,Poor Customer Service,1
13598,45,M,YRG7XL6,City,Premium Membership,2016-02-26,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,03:06:09,9,-754.9415428102899,69510.81,12.0,1164.2827749181909,Yes,No,Yes,Solved,User Friendly Website,0
13599,25,M,WPVCMAJ,,Basic Membership,2015-08-16,Yes,CID9878,Gift Vouchers/Coupons,?,Fiber_Optic,00:30:00,22,53.22,25383.08,5.0,673.33,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
13600,33,F,OC7WDY8,,Silver Membership,2015-03-24,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,18:32:49,16,167.01,5005.54,14.0,,Yes,No,Yes,Unsolved,Too many ads,1
13601,48,F,1COYTNM,Town,Gold Membership,2017-10-07,Yes,CID26147,Gift Vouchers/Coupons,?,Wi-Fi,12:13:33,14,82.12,41904.88,26.0,256.1212351925638,Yes,No,No,Not Applicable,Poor Website,1
13602,53,M,S0WAEGR,Town,No Membership,2017-01-31,Yes,CID48889,Credit/Debit Card Offers,Smartphone,Mobile_Data,04:05:50,15,-607.1141190976355,42816.56,5.0,687.86,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
13603,18,F,P584OCO,Town,Platinum Membership,2015-08-14,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,23:40:05,14,114.46,93848.45,13.0,825.17,No,Yes,No,Not Applicable,Reasonable Price,0
13604,10,F,0VCVFKF,City,Gold Membership,2016-11-23,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,11:18:35,-999,327.86,21782.83,7.0,774.48,Yes,Yes,No,Not Applicable,Poor Customer Service,0
13605,61,F,YUM4FUN,Town,Basic Membership,2015-12-02,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,15:09:12,13,140.37,33062.86,23.0,599.72,Yes,No,Yes,Solved in Follow-up,No reason specified,1
13606,21,F,2KUCB43,Town,Gold Membership,2016-11-25,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,00:15:21,18,241.36,45711.11,21.0,402.9124676424348,No,Yes,Yes,Unsolved,No reason specified,0
13607,38,M,IX7U04B,Town,Platinum Membership,2015-02-22,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,03:54:06,7,461.13,47443.53,13.0,733.5,Yes,No,No,Not Applicable,Too many ads,0
13608,36,M,ICHUQVB,City,Silver Membership,2015-12-12,Yes,CID50794,Without Offers,Both,Wi-Fi,06:13:12,13,716.59,49935.39,27.0,610.39,Yes,No,No,Not Applicable,Poor Website,1
13609,33,F,QNDXJPL,Town,Silver Membership,2017-05-20,Yes,CID56973,Gift Vouchers/Coupons,Smartphone,Mobile_Data,01:03:40,2,197.66,21140.07,Error,1161.8602193915517,No,Yes,Yes,Unsolved,Too many ads,0
13610,36,F,4HLQ02F,,Gold Membership,2016-11-12,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,01:25:58,21,197.52,11562.22,26.0,703.99,No,Yes,Yes,No Information Available,Poor Website,0
13611,14,F,8OT7AKC,City,Gold Membership,2017-04-11,Yes,CID23071,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:36:11,12,1162.73,57503.18,8.0,782.84,Yes,Yes,No,Not Applicable,User Friendly Website,0
13612,33,M,9GA7KLC,,Platinum Membership,2016-05-24,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,22:29:25,14,244.16,10554.44,22.0,,Yes,No,No,Not Applicable,Too many ads,0
13613,37,M,TQ355U9,,Basic Membership,2016-06-18,Yes,CID23246,Without Offers,Desktop,Fiber_Optic,18:46:33,8,694.04,29206.05,20.0,688.02,Yes,No,No,Not Applicable,Poor Product Quality,1
13614,41,F,C9HM2C7,Town,No Membership,2015-04-09,?,CID22857,Without Offers,Desktop,Wi-Fi,19:57:45,14,300.13,26025.12,22.0,678.67,No,Yes,No,Not Applicable,Too many ads,1
13615,23,F,SK8K01X,Town,Silver Membership,2017-03-23,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,21:54:07,18,387.12,2548.98,25.0,,No,Yes,No,Not Applicable,Too many ads,1
13616,23,F,E8MWZYN,City,Gold Membership,2016-06-22,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,02:22:38,20,224.11,6456.69,13.0,732.79,No,Yes,No,Not Applicable,No reason specified,0
13617,54,F,B7AZTBO,Town,Basic Membership,2017-01-21,Yes,CID23632,Credit/Debit Card Offers,Smartphone,Mobile_Data,08:02:46,21,49.12,3748.01,17.0,35.858055040814854,No,Yes,Yes,Unsolved,Too many ads,1
13618,64,M,46OU4RP,,Gold Membership,2016-03-08,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,19:43:41,9,33.63,2820.13,25.0,731.95,No,Yes,Yes,No Information Available,Poor Website,0
13619,19,M,VJ3VCLA,Village,Basic Membership,2017-10-20,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:46:33,4,33.37,35534.0,Error,672.28,No,Yes,No,Not Applicable,Poor Customer Service,1
13620,19,F,MEPF9YI,,Silver Membership,2016-11-19,?,CID23663,Credit/Debit Card Offers,Smartphone,Mobile_Data,20:49:44,11,148.56,15803.99,24.0,725.21,Yes,No,No,Not Applicable,Too many ads,0
13621,53,F,Z67RGM6,City,No Membership,2015-09-13,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,01:58:19,20,166.59,3419.31,21.0,609.96,Yes,No,Yes,Solved,Poor Customer Service,1
13622,41,F,JVIBZVT,City,Gold Membership,2016-03-10,?,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,07:45:57,11,396.01,39601.78,11.0,713.27,Yes,No,No,Not Applicable,Too many ads,1
13623,52,F,5HYMUWN,City,Basic Membership,2015-09-06,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16:12:09,17,43.23,19267.58,-8.26411518543324,367.84717539853057,Yes,No,Yes,Solved,Too many ads,1
13624,61,F,8PUQM7Z,City,Premium Membership,2015-09-16,Yes,CID39768,Credit/Debit Card Offers,?,Mobile_Data,02:05:32,11,167.3,10927.35,5.0,244.44245850869208,Yes,No,No,Not Applicable,Poor Website,0
13625,34,M,340QWUC,City,Premium Membership,2016-04-08,Yes,CID62237,Without Offers,Both,Fiber_Optic,06:33:37,9,1238.64,18315.51,26.0,724.68,Yes,Yes,No,Not Applicable,Poor Website,0
13626,62,M,R7FMPQ6,Town,Silver Membership,2015-06-26,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:42:55,25,203.19,43371.23,23.0,796.91,Yes,No,No,Not Applicable,Poor Website,0
13627,36,M,Z6QMZIR,Town,Basic Membership,2015-10-19,No,xxxxxxxx,Without Offers,?,Mobile_Data,17:50:50,11,129.62,3709.77,28.0,300.6198491667527,Yes,No,No,Not Applicable,Poor Product Quality,1
13628,43,M,UFJHY2B,Town,Silver Membership,2015-03-12,Yes,CID28755,Gift Vouchers/Coupons,Both,Fiber_Optic,17:19:47,19,227.37,7925.68,20.0,755.99,No,Yes,No,Not Applicable,Poor Website,0
13629,24,M,HT9B6E8,,Silver Membership,2015-01-11,No,xxxxxxxx,Without Offers,?,Fiber_Optic,06:32:28,20,165.47,16990.14,9.0,714.69,No,Yes,No,Not Applicable,Poor Customer Service,1
13630,50,F,UV8F3CA,Village,Gold Membership,2017-11-08,No,xxxxxxxx,,Smartphone,Wi-Fi,07:53:54,15,135.98,13816.91,39.55696221743267,630.95,Yes,No,Yes,Solved in Follow-up,Too many ads,1
13631,22,F,4LA1DI5,City,Silver Membership,2016-03-30,Yes,CID16960,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22:09:43,11,236.73,23029.84,25.0,616.92,No,Yes,Yes,Solved,Poor Website,1
13632,52,M,UQGJR06,Village,No Membership,2017-02-19,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,23:49:39,11,30.56,39334.72,16.0,628.47,No,Yes,No,Not Applicable,Poor Customer Service,0
13633,50,F,WNSBOSV,,Premium Membership,2016-02-22,Yes,CID49384,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15:55:59,12,43.54,20497.54,10.0,711.59,No,Yes,No,Not Applicable,Quality Customer Care,0
13634,21,M,PH9TG51,City,No Membership,2016-02-17,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,11:08:26,16,111.65,8006.47,23.0,649.33,Yes,No,Yes,No Information Available,No reason specified,1
13635,20,F,B6KQTHY,Town,Basic Membership,2015-08-22,Yes,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,18:31:06,16,143.1,2140.48,Error,635.84,No,Yes,Yes,Unsolved,Too many ads,1
13636,60,F,IXXR5QK,Town,Premium Membership,2016-11-28,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,23:30:11,17,135.65,27977.41,15.0,1180.0549492074156,Yes,No,Yes,Unsolved,Poor Customer Service,0
13637,36,F,I0BH8G3,City,Premium Membership,2015-07-21,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,03:11:20,21,343.84,13111.72,11.0,420.7537618173138,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
13638,62,F,3DRBRD1,Town,Silver Membership,2015-11-12,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,01:04:16,19,416.4,42525.04,-16.694641617568223,622.01,No,Yes,Yes,Solved,No reason specified,1
13639,40,F,AMYEUO0,City,Basic Membership,2017-08-06,Yes,CID31628,Without Offers,Smartphone,Fiber_Optic,06:12:11,11,82.02,7494.85,11.0,615.87,No,Yes,No,Not Applicable,Poor Website,1
13640,20,F,0YCM7PC,Town,Silver Membership,2016-01-16,Yes,CID15669,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15:32:09,1,39.36,33793.54,9.0,797.47,No,Yes,No,Not Applicable,Reasonable Price,0
13641,40,M,D4QVKGR,City,No Membership,2015-09-26,Yes,CID57291,Gift Vouchers/Coupons,Desktop,Mobile_Data,06:03:11,20,89.01,35472.45,15.0,704.03,Yes,No,No,Not Applicable,No reason specified,1
13642,52,M,MP09VQH,Town,Silver Membership,2016-04-27,Yes,CID28540,Gift Vouchers/Coupons,Desktop,Mobile_Data,04:00:13,18,297.53,24795.12,1.7975078359808272,660.46,No,Yes,Yes,Unsolved,Too many ads,0
13643,38,F,V4E3OUN,Town,Basic Membership,2016-11-30,Yes,CID30238,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,07:01:57,-999,263.31,17184.57,20.0,521.5,No,Yes,Yes,Unsolved,No reason specified,1
13644,41,M,J80G3VG,City,Platinum Membership,2016-02-24,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,01:04:16,12,198.83,34450.32,26.0,746.06,Yes,No,No,Not Applicable,Poor Customer Service,0
13645,53,M,WSCMKFK,Village,No Membership,2017-04-25,Yes,xxxxxxxx,Without Offers,?,Wi-Fi,21:40:15,13,1561.4901973817011,23493.79,9.0,692.15,Yes,Yes,No,Not Applicable,Poor Product Quality,1
13646,48,M,F2J1IYR,Town,Basic Membership,2016-06-25,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,23:42:13,11,385.63,12775.72,Error,624.57,No,Yes,No,Not Applicable,No reason specified,1
13647,62,M,EQPB6X7,Village,Gold Membership,2015-02-02,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,02:58:21,12,49.49,4954.45,23.0,723.6,Yes,No,Yes,Solved in Follow-up,Too many ads,0
13648,17,M,JPUGG8C,Town,Basic Membership,2017-09-27,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,13:45:06,13,85.07,33073.22,24.0,48.81970898949271,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
13649,37,M,RJIHZF9,Town,Silver Membership,2017-02-19,Yes,CID6936,Without Offers,?,Wi-Fi,05:31:00,11,171.33,41508.38,25.0,624.16,No,Yes,No,Not Applicable,Poor Website,1
13650,30,M,YIDNKRI,Village,No Membership,2016-06-02,Yes,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,06:40:45,11,33.79,32942.71,10.0,525.67,Yes,No,Yes,No Information Available,Poor Customer Service,1
13651,11,M,BG1UZ6Q,Village,No Membership,2015-08-19,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,17:13:05,15,245.5,2277.8,13.0,602.9,Yes,No,No,Not Applicable,Poor Product Quality,1
13652,40,F,DNBSKZB,Town,Basic Membership,2017-07-12,Yes,CID43605,Credit/Debit Card Offers,Smartphone,Fiber_Optic,04:44:06,17,219.73,4702.51,23.0,1020.6432711438612,No,Yes,Yes,No Information Available,Poor Product Quality,1
13653,20,F,H0Y7OWH,,Premium Membership,2017-08-27,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,16:22:34,2,443.66,6622.03,16.0,716.66,No,Yes,No,Not Applicable,Poor Product Quality,0
13654,49,F,0L3KPVU,City,Gold Membership,2015-10-18,Yes,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,07:37:38,5,132.43,2959.05,21.0,767.7,Yes,No,No,Not Applicable,Poor Website,0
13655,55,F,ECPX62C,Village,Gold Membership,2017-03-15,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,12:28:03,6,236.96,40845.71,25.0,619.77,Yes,No,Yes,Unsolved,Poor Customer Service,1
13656,57,F,03RFUJT,Town,Gold Membership,2016-05-18,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,11:30:45,23,68.58,28171.63,Error,716.35,No,Yes,No,Not Applicable,Poor Customer Service,0
13657,37,M,0VMNV2W,,Gold Membership,2015-06-02,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,16:36:06,11,1150.142626786802,14022.4,8.0,798.98,No,Yes,No,Not Applicable,Too many ads,0
13658,43,F,U2SLV39,City,No Membership,2015-10-09,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,19:52:51,24,-1056.5100530493671,33317.77,8.0,909.5074386544096,Yes,No,Yes,No Information Available,Poor Website,1
13659,34,F,UI0NWO0,Town,Basic Membership,2015-01-04,Yes,CID58618,Credit/Debit Card Offers,?,Fiber_Optic,07:36:37,-999,40.26,23977.63,20.0,603.79,Yes,No,Yes,No Information Available,Poor Customer Service,1
13660,55,F,OVX8XS8,City,Gold Membership,2017-04-28,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12:11:20,18,89.21,37986.4,12.0,1136.6926067972124,No,Yes,No,Not Applicable,No reason specified,0
13661,44,F,YS5CIGI,City,Silver Membership,2016-05-24,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,05:41:07,19,382.58,49177.82,13.0,702.86,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
13662,58,M,XROGX19,Town,Basic Membership,2015-06-12,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,20:35:57,8,32.01,17969.28,19.0,1142.036576328513,Yes,No,Yes,Solved,Poor Website,1
13663,15,F,DDU2D6C,Town,Basic Membership,2017-03-17,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,14:52:08,16,40.39,49637.64,15.0,501.32,No,Yes,No,Not Applicable,Poor Website,1
13664,24,F,BCEBWYC,Village,Silver Membership,2016-09-09,?,CID26938,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,01:29:11,20,281.56,3709.08,15.0,786.45,No,Yes,No,Not Applicable,Poor Customer Service,0
13665,12,F,GXWC7JL,Town,No Membership,2017-08-19,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,11:41:00,16,31.82,11939.08,10.0,507.14,No,Yes,Yes,No Information Available,No reason specified,1
13666,52,F,473ZNS0,Town,No Membership,2015-02-27,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,06:40:52,18,166.24,49807.22,6.0,525.98,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
13667,22,M,ZFIR7EL,Village,Gold Membership,2015-04-20,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,22:47:55,4,33.54,5659.95,52.72486203561419,766.28,Yes,No,No,Not Applicable,Poor Website,0
13668,58,F,FDGLMSE,City,Silver Membership,2015-02-17,Yes,CID7779,Credit/Debit Card Offers,?,Wi-Fi,14:28:36,14,154.78,8805.45,21.0,650.66,No,Yes,No,Not Applicable,Too many ads,1
13669,28,M,CAL6VSK,Town,Platinum Membership,2017-06-24,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,03:51:26,16,104.29,23022.34,4.0,1117.107079000624,No,Yes,Yes,Solved,User Friendly Website,0
13670,42,M,O1LFYLW,City,No Membership,2015-02-24,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,06:35:06,14,-680.3188890342884,38946.93,5.0,688.87,No,Yes,Yes,No Information Available,Poor Website,1
13671,46,F,ZNL2EFJ,City,Gold Membership,2016-11-22,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,01:44:11,11,1037.9387399039426,28169.31,19.0,-405.2670355330762,No,Yes,No,Not Applicable,No reason specified,1
13672,20,M,GHP9XH2,Town,Platinum Membership,2016-09-27,Yes,CID41268,Gift Vouchers/Coupons,Desktop,Mobile_Data,18:38:14,5,241.1,50199.14,3.0,783.95,Yes,No,No,Not Applicable,Reasonable Price,0
13673,50,M,J3V2FZN,City,Basic Membership,2017-01-22,Yes,CID38901,Credit/Debit Card Offers,Desktop,Fiber_Optic,18:59:48,11,190.24,37319.81,14.0,656.53,Yes,No,No,Not Applicable,Poor Product Quality,0
13674,20,M,QOJC2Z4,,Platinum Membership,2016-05-04,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,20:03:57,5,338.04,8404.82,8.0,813.17,No,Yes,Yes,No Information Available,Quality Customer Care,0
13675,30,F,CMCQTX4,City,Gold Membership,2016-03-05,No,xxxxxxxx,Without Offers,?,Mobile_Data,21:04:46,17,143.03,35306.07,Error,695.36,No,Yes,Yes,Unsolved,Too many ads,1
13676,27,F,WFTSLMU,Town,Platinum Membership,2015-09-05,Yes,CID28916,Credit/Debit Card Offers,Both,Wi-Fi,04:27:29,2,510.81,47420.37,13.0,763.74,Yes,No,Yes,Unsolved,No reason specified,0
13677,33,F,8K0DNUA,City,Platinum Membership,2016-06-30,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,16:15:45,17,503.67,23067.56,7.0,-7.414914901520432,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0
13678,20,M,WADCVFT,Town,No Membership,2016-02-22,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,23:58:58,19,68.42,27238.58,Error,77.06832834937451,No,Yes,Yes,Solved,Too many ads,0
13679,24,M,11T10CU,City,Platinum Membership,2016-09-11,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,15:29:54,10,149.7,27625.7,28.0,371.0821406110149,No,Yes,Yes,Solved,Poor Customer Service,0
13680,38,M,A58XPB3,Town,No Membership,2017-08-08,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,08:49:25,21,195.27,11027.26,7.0,,No,Yes,No,Not Applicable,Poor Product Quality,1
13681,29,M,YCHANHB,Town,Basic Membership,2015-03-21,?,CID7779,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:41:58,4,1348.1296376898704,28517.16,13.0,966.6244433055676,No,Yes,No,Not Applicable,Poor Website,1
13682,25,F,3CK3MLJ,City,No Membership,2016-06-24,Yes,CID52332,Credit/Debit Card Offers,Desktop,Mobile_Data,20:35:14,11,131.65,35975.11,17.0,666.54,Yes,No,Yes,Unsolved,Too many ads,1
13683,26,M,PX5M7NC,Town,Basic Membership,2015-09-03,Yes,CID42468,Credit/Debit Card Offers,Desktop,Fiber_Optic,22:26:56,11,34.84,17335.54,Error,627.28,No,Yes,Yes,Unsolved,Poor Website,1
13684,38,F,GEB9CGK,Village,Gold Membership,2015-01-09,?,CID15111,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:58:41,12,-858.0233515117192,29425.98,Error,769.12,Yes,Yes,Yes,Unsolved,Reasonable Price,0
13685,57,F,PJG7MWB,,Platinum Membership,2016-11-03,?,CID63984,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11:14:09,10,60.99,43887.56,14.0,715.96,Yes,No,No,Not Applicable,Poor Website,0
13686,21,F,HHSHOP5,,Premium Membership,2016-05-09,Yes,CID41993,Credit/Debit Card Offers,Smartphone,Fiber_Optic,17:51:45,6,-672.0077899339201,37142.78,Error,725.71,Yes,Yes,Yes,No Information Available,Poor Customer Service,0
13687,15,F,5WF65J4,Town,No Membership,2015-06-10,Yes,CID61466,Without Offers,Smartphone,Mobile_Data,03:46:43,11,116.89,42675.25,7.0,692.81,Yes,No,No,Not Applicable,Poor Customer Service,1
13688,63,M,QB0YH0B,City,Gold Membership,2016-03-11,Yes,CID18150,Credit/Debit Card Offers,Desktop,Mobile_Data,23:41:18,16,234.92,8914.26,29.0,273.7203248440064,Yes,Yes,Yes,No Information Available,Too many ads,1
13689,28,M,0QK60JP,Town,Gold Membership,2017-06-01,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,23:51:05,14,34.1,25374.04,17.0,836.63,No,Yes,Yes,No Information Available,Quality Customer Care,0
13690,30,M,H7D1QR8,Village,No Membership,2017-04-03,Yes,CID58868,Credit/Debit Card Offers,Desktop,Fiber_Optic,00:21:36,-999,548.3,19289.54,21.0,582.02,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
13691,52,F,5X0SDW9,Town,Platinum Membership,2017-07-16,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,04:18:09,16,76.88,35917.1,11.0,,Yes,No,No,Not Applicable,Poor Product Quality,0
